ag_firstname,ag_lastname,ag_fullname,ag_id,release_date,title,summary,source_url,file_name,year,ag_ident,doc_type,unique_id
Mark,White,Mark White,981,1/1/81,ORD-264,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810264.pdf,ord19810264.pdf,1981,46white,ORD,375
Mark,White,Mark White,981,1/1/81,ORD-265,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810265.pdf,ord19810265.pdf,1981,46white,ORD,376
Mark,White,Mark White,981,1/1/81,ORD-266,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810266.pdf,ord19810266.pdf,1981,46white,ORD,377
Mark,White,Mark White,981,1/1/81,ORD-267,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810267.pdf,ord19810267.pdf,1981,46white,ORD,378
Mark,White,Mark White,981,1/1/81,ORD-268,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810268.pdf,ord19810268.pdf,1981,46white,ORD,379
Mark,White,Mark White,981,1/1/81,ORD-269,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810269.pdf,ord19810269.pdf,1981,46white,ORD,380
Mark,White,Mark White,981,1/1/81,ORD-270,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810270.pdf,ord19810270.pdf,1981,46white,ORD,381
Mark,White,Mark White,981,1/1/81,ORD-271,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810271.pdf,ord19810271.pdf,1981,46white,ORD,382
Mark,White,Mark White,981,1/1/81,ORD-272,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810272.pdf,ord19810272.pdf,1981,46white,ORD,383
Mark,White,Mark White,981,1/1/81,ORD-273,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810273.pdf,ord19810273.pdf,1981,46white,ORD,384
Mark,White,Mark White,981,1/1/81,ORD-274,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810274.pdf,ord19810274.pdf,1981,46white,ORD,385
Mark,White,Mark White,981,1/1/81,ORD-275,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810275.pdf,ord19810275.pdf,1981,46white,ORD,386
Mark,White,Mark White,981,1/1/81,ORD-276,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810276.pdf,ord19810276.pdf,1981,46white,ORD,387
Mark,White,Mark White,981,1/1/81,ORD-277,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810277.pdf,ord19810277.pdf,1981,46white,ORD,388
Mark,White,Mark White,981,1/1/81,ORD-278,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810278.pdf,ord19810278.pdf,1981,46white,ORD,389
Mark,White,Mark White,981,1/1/81,ORD-279,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810279.pdf,ord19810279.pdf,1981,46white,ORD,390
Mark,White,Mark White,981,1/1/81,ORD-280,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810280.pdf,ord19810280.pdf,1981,46white,ORD,391
Mark,White,Mark White,981,1/1/81,ORD-281,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810281.pdf,ord19810281.pdf,1981,46white,ORD,392
Mark,White,Mark White,981,1/1/81,ORD-282,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810282.pdf,ord19810282.pdf,1981,46white,ORD,393
Mark,White,Mark White,981,1/1/81,ORD-283,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810283.pdf,ord19810283.pdf,1981,46white,ORD,394
Mark,White,Mark White,981,1/1/81,ORD-284,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810284.pdf,ord19810284.pdf,1981,46white,ORD,395
Mark,White,Mark White,981,1/1/81,ORD-285,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810285.pdf,ord19810285.pdf,1981,46white,ORD,396
Mark,White,Mark White,981,1/1/81,ORD-286,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810286.pdf,ord19810286.pdf,1981,46white,ORD,397
Mark,White,Mark White,981,1/1/81,ORD-287,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810287.pdf,ord19810287.pdf,1981,46white,ORD,398
Mark,White,Mark White,981,1/1/81,ORD-288,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810288.pdf,ord19810288.pdf,1981,46white,ORD,399
Mark,White,Mark White,981,1/1/81,ORD-289,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810289.pdf,ord19810289.pdf,1981,46white,ORD,400
Mark,White,Mark White,981,1/1/81,ORD-290,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810290.pdf,ord19810290.pdf,1981,46white,ORD,401
Mark,White,Mark White,981,1/1/81,ORD-291,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810291.pdf,ord19810291.pdf,1981,46white,ORD,402
Mark,White,Mark White,981,1/1/81,ORD-292,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810292.pdf,ord19810292.pdf,1981,46white,ORD,403
Mark,White,Mark White,981,1/1/81,ORD-293,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810293.pdf,ord19810293.pdf,1981,46white,ORD,404
Mark,White,Mark White,981,1/1/81,ORD-294,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810294.pdf,ord19810294.pdf,1981,46white,ORD,405
Mark,White,Mark White,981,1/1/81,ORD-295,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810295.pdf,ord19810295.pdf,1981,46white,ORD,406
Mark,White,Mark White,981,1/1/81,ORD-296,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810296.pdf,ord19810296.pdf,1981,46white,ORD,407
Mark,White,Mark White,981,1/1/81,ORD-297,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810297.pdf,ord19810297.pdf,1981,46white,ORD,408
Mark,White,Mark White,981,1/1/81,ORD-298,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810298.pdf,ord19810298.pdf,1981,46white,ORD,409
Mark,White,Mark White,981,1/1/81,ORD-299,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810299.pdf,ord19810299.pdf,1981,46white,ORD,410
Mark,White,Mark White,981,1/1/81,ORD-300,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1981/pdf/ord19810300.pdf,ord19810300.pdf,1981,46white,ORD,411
Mark,White,Mark White,981,1/1/82,ORD-301,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820301.pdf,ord19820301.pdf,1982,46white,ORD,412
Mark,White,Mark White,981,1/1/82,ORD-302,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820302.pdf,ord19820302.pdf,1982,46white,ORD,413
Mark,White,Mark White,981,1/1/82,ORD-303,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820303.pdf,ord19820303.pdf,1982,46white,ORD,414
Mark,White,Mark White,981,1/1/82,ORD-304,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820304.pdf,ord19820304.pdf,1982,46white,ORD,415
Mark,White,Mark White,981,1/1/82,ORD-305,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820305.pdf,ord19820305.pdf,1982,46white,ORD,416
Mark,White,Mark White,981,1/1/82,ORD-306,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820306.pdf,ord19820306.pdf,1982,46white,ORD,417
Mark,White,Mark White,981,1/1/82,ORD-307,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820307.pdf,ord19820307.pdf,1982,46white,ORD,418
Mark,White,Mark White,981,1/1/82,ORD-308,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820308.pdf,ord19820308.pdf,1982,46white,ORD,419
Mark,White,Mark White,981,1/1/82,ORD-309,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820309.pdf,ord19820309.pdf,1982,46white,ORD,420
Mark,White,Mark White,981,1/1/82,ORD-310,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820310.pdf,ord19820310.pdf,1982,46white,ORD,421
Mark,White,Mark White,981,1/1/82,ORD-311,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820311.pdf,ord19820311.pdf,1982,46white,ORD,422
Mark,White,Mark White,981,1/1/82,ORD-312,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820312.pdf,ord19820312.pdf,1982,46white,ORD,423
Mark,White,Mark White,981,1/1/82,ORD-313,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820313.pdf,ord19820313.pdf,1982,46white,ORD,424
Mark,White,Mark White,981,1/1/82,ORD-314,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820314.pdf,ord19820314.pdf,1982,46white,ORD,425
Mark,White,Mark White,981,1/1/82,ORD-315,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820315.pdf,ord19820315.pdf,1982,46white,ORD,426
Mark,White,Mark White,981,1/1/82,ORD-316,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820316.pdf,ord19820316.pdf,1982,46white,ORD,427
Mark,White,Mark White,981,1/1/82,ORD-317,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820317.pdf,ord19820317.pdf,1982,46white,ORD,428
Mark,White,Mark White,981,1/1/82,ORD-318,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820318.pdf,ord19820318.pdf,1982,46white,ORD,429
Mark,White,Mark White,981,1/1/82,ORD-319,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820319.pdf,ord19820319.pdf,1982,46white,ORD,430
Mark,White,Mark White,981,1/1/82,ORD-320,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820320.pdf,ord19820320.pdf,1982,46white,ORD,431
Mark,White,Mark White,981,1/1/82,ORD-321,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820321.pdf,ord19820321.pdf,1982,46white,ORD,432
Mark,White,Mark White,981,1/1/82,ORD-322,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820322.pdf,ord19820322.pdf,1982,46white,ORD,433
Mark,White,Mark White,981,1/1/82,ORD-323,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820323.pdf,ord19820323.pdf,1982,46white,ORD,434
Mark,White,Mark White,981,1/1/82,ORD-324,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820324.pdf,ord19820324.pdf,1982,46white,ORD,435
Mark,White,Mark White,981,1/1/82,ORD-325,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820325.pdf,ord19820325.pdf,1982,46white,ORD,436
Mark,White,Mark White,981,1/1/82,ORD-326,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820326.pdf,ord19820326.pdf,1982,46white,ORD,437
Mark,White,Mark White,981,1/1/82,ORD-327,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820327.pdf,ord19820327.pdf,1982,46white,ORD,438
Mark,White,Mark White,981,1/1/82,ORD-328,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820328.pdf,ord19820328.pdf,1982,46white,ORD,439
Mark,White,Mark White,981,1/1/82,ORD-329,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820329.pdf,ord19820329.pdf,1982,46white,ORD,440
Mark,White,Mark White,981,1/1/82,ORD-330,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820330.pdf,ord19820330.pdf,1982,46white,ORD,441
Mark,White,Mark White,981,1/1/82,ORD-331,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820331.pdf,ord19820331.pdf,1982,46white,ORD,442
Mark,White,Mark White,981,1/1/82,ORD-332,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820332.pdf,ord19820332.pdf,1982,46white,ORD,443
Mark,White,Mark White,981,1/1/82,ORD-333,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820333.pdf,ord19820333.pdf,1982,46white,ORD,444
Mark,White,Mark White,981,1/1/82,ORD-334,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820334.pdf,ord19820334.pdf,1982,46white,ORD,445
Mark,White,Mark White,981,1/1/82,ORD-335,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820335.pdf,ord19820335.pdf,1982,46white,ORD,446
Mark,White,Mark White,981,1/1/82,ORD-336,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820336.pdf,ord19820336.pdf,1982,46white,ORD,447
Mark,White,Mark White,981,1/1/82,ORD-337,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820337.pdf,ord19820337.pdf,1982,46white,ORD,448
Mark,White,Mark White,981,1/1/82,ORD-338,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820338.pdf,ord19820338.pdf,1982,46white,ORD,449
Mark,White,Mark White,981,1/1/82,ORD-339,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820339.pdf,ord19820339.pdf,1982,46white,ORD,450
Mark,White,Mark White,981,1/1/82,ORD-340,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820340.pdf,ord19820340.pdf,1982,46white,ORD,451
Mark,White,Mark White,981,1/1/82,ORD-341,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820341.pdf,ord19820341.pdf,1982,46white,ORD,452
Mark,White,Mark White,981,1/1/82,ORD-342,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820342.pdf,ord19820342.pdf,1982,46white,ORD,453
Mark,White,Mark White,981,1/1/82,ORD-343,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820343.pdf,ord19820343.pdf,1982,46white,ORD,454
Mark,White,Mark White,981,1/1/82,ORD-344,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820344.pdf,ord19820344.pdf,1982,46white,ORD,455
Mark,White,Mark White,981,1/1/82,ORD-345,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820345.pdf,ord19820345.pdf,1982,46white,ORD,456
Mark,White,Mark White,981,1/1/82,ORD-346,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820346.pdf,ord19820346.pdf,1982,46white,ORD,457
Mark,White,Mark White,981,1/1/82,ORD-347,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820347.pdf,ord19820347.pdf,1982,46white,ORD,458
Mark,White,Mark White,981,1/1/82,ORD-348,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820348.pdf,ord19820348.pdf,1982,46white,ORD,459
Mark,White,Mark White,981,1/1/82,ORD-349,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820349.pdf,ord19820349.pdf,1982,46white,ORD,460
Mark,White,Mark White,981,1/1/82,ORD-350,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820350.pdf,ord19820350.pdf,1982,46white,ORD,461
Mark,White,Mark White,981,1/1/82,ORD-351,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820351.pdf,ord19820351.pdf,1982,46white,ORD,462
Mark,White,Mark White,981,1/1/82,ORD-352,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820352.pdf,ord19820352.pdf,1982,46white,ORD,463
Mark,White,Mark White,981,1/1/82,ORD-353,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820353.pdf,ord19820353.pdf,1982,46white,ORD,464
Mark,White,Mark White,981,1/1/82,ORD-354,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820354.pdf,ord19820354.pdf,1982,46white,ORD,465
Mark,White,Mark White,981,1/1/82,ORD-355,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820355.pdf,ord19820355.pdf,1982,46white,ORD,466
Mark,White,Mark White,981,1/1/82,ORD-356,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820356.pdf,ord19820356.pdf,1982,46white,ORD,467
Mark,White,Mark White,981,1/1/82,ORD-357,,https://www2.texasattorneygeneral.gov/opinions/openrecords/46white/ord/1982/pdf/ord19820357.pdf,ord19820357.pdf,1982,46white,ORD,468
John,Hill,John Hill,941,1/1/73,ORD-001,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730001.pdf,ord19730001.pdf,1973,45hill,ORD,469
John,Hill,John Hill,941,1/1/73,ORD-002,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730002.pdf,ord19730002.pdf,1973,45hill,ORD,470
John,Hill,John Hill,941,1/1/73,ORD-003,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730003.pdf,ord19730003.pdf,1973,45hill,ORD,471
John,Hill,John Hill,941,1/1/73,ORD-004,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730004.pdf,ord19730004.pdf,1973,45hill,ORD,472
John,Hill,John Hill,941,1/1/73,ORD-005,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730005.pdf,ord19730005.pdf,1973,45hill,ORD,473
John,Hill,John Hill,941,1/1/73,ORD-006,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730006.pdf,ord19730006.pdf,1973,45hill,ORD,474
John,Hill,John Hill,941,1/1/73,ORD-007,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730007.pdf,ord19730007.pdf,1973,45hill,ORD,475
John,Hill,John Hill,941,1/1/73,ORD-008,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730008.pdf,ord19730008.pdf,1973,45hill,ORD,476
John,Hill,John Hill,941,1/1/73,ORD-009,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730009.pdf,ord19730009.pdf,1973,45hill,ORD,477
John,Hill,John Hill,941,1/1/73,ORD-010,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730010.pdf,ord19730010.pdf,1973,45hill,ORD,478
John,Hill,John Hill,941,1/1/73,ORD-011,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730011.pdf,ord19730011.pdf,1973,45hill,ORD,479
John,Hill,John Hill,941,1/1/73,ORD-012,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730012.pdf,ord19730012.pdf,1973,45hill,ORD,480
John,Hill,John Hill,941,1/1/73,ORD-013,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1973/pdf/ord19730013.pdf,ord19730013.pdf,1973,45hill,ORD,481
John,Hill,John Hill,941,1/1/74,ORD-014,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740014.pdf,ord19740014.pdf,1974,45hill,ORD,482
John,Hill,John Hill,941,1/1/74,ORD-015,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740015.pdf,ord19740015.pdf,1974,45hill,ORD,483
John,Hill,John Hill,941,1/1/74,ORD-016,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740016.pdf,ord19740016.pdf,1974,45hill,ORD,484
John,Hill,John Hill,941,1/1/74,ORD-017,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740017.pdf,ord19740017.pdf,1974,45hill,ORD,485
John,Hill,John Hill,941,1/1/74,ORD-018,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740018.pdf,ord19740018.pdf,1974,45hill,ORD,486
John,Hill,John Hill,941,1/1/74,ORD-019,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740019.pdf,ord19740019.pdf,1974,45hill,ORD,487
John,Hill,John Hill,941,1/1/74,ORD-020,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740020.pdf,ord19740020.pdf,1974,45hill,ORD,488
John,Hill,John Hill,941,1/1/74,ORD-021,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740021.pdf,ord19740021.pdf,1974,45hill,ORD,489
John,Hill,John Hill,941,1/1/74,ORD-022,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740022.pdf,ord19740022.pdf,1974,45hill,ORD,490
John,Hill,John Hill,941,1/1/74,ORD-023,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740023.pdf,ord19740023.pdf,1974,45hill,ORD,491
John,Hill,John Hill,941,1/1/74,ORD-024,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740024.pdf,ord19740024.pdf,1974,45hill,ORD,492
John,Hill,John Hill,941,1/1/74,ORD-025,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740025.pdf,ord19740025.pdf,1974,45hill,ORD,493
John,Hill,John Hill,941,1/1/74,ORD-026,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740026.pdf,ord19740026.pdf,1974,45hill,ORD,494
John,Hill,John Hill,941,1/1/74,ORD-027,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740027.pdf,ord19740027.pdf,1974,45hill,ORD,495
John,Hill,John Hill,941,1/1/74,ORD-028,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740028.pdf,ord19740028.pdf,1974,45hill,ORD,496
John,Hill,John Hill,941,1/1/74,ORD-029,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740029.pdf,ord19740029.pdf,1974,45hill,ORD,497
John,Hill,John Hill,941,1/1/74,ORD-030,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740030.pdf,ord19740030.pdf,1974,45hill,ORD,498
John,Hill,John Hill,941,1/1/74,ORD-031,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740031.pdf,ord19740031.pdf,1974,45hill,ORD,499
John,Hill,John Hill,941,1/1/74,ORD-032,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740032.pdf,ord19740032.pdf,1974,45hill,ORD,500
John,Hill,John Hill,941,1/1/74,ORD-033,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740033.pdf,ord19740033.pdf,1974,45hill,ORD,501
John,Hill,John Hill,941,1/1/74,ORD-034,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740034.pdf,ord19740034.pdf,1974,45hill,ORD,502
John,Hill,John Hill,941,1/1/74,ORD-035,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740035.pdf,ord19740035.pdf,1974,45hill,ORD,503
John,Hill,John Hill,941,1/1/74,ORD-036,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740036.pdf,ord19740036.pdf,1974,45hill,ORD,504
John,Hill,John Hill,941,1/1/74,ORD-037,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740037.pdf,ord19740037.pdf,1974,45hill,ORD,505
John,Hill,John Hill,941,1/1/74,ORD-038,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740038.pdf,ord19740038.pdf,1974,45hill,ORD,506
John,Hill,John Hill,941,1/1/74,ORD-039,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740039.pdf,ord19740039.pdf,1974,45hill,ORD,507
John,Hill,John Hill,941,1/1/74,ORD-040,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740040.pdf,ord19740040.pdf,1974,45hill,ORD,508
John,Hill,John Hill,941,1/1/74,ORD-041,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740041.pdf,ord19740041.pdf,1974,45hill,ORD,509
John,Hill,John Hill,941,1/1/74,ORD-042,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740042.pdf,ord19740042.pdf,1974,45hill,ORD,510
John,Hill,John Hill,941,1/1/74,ORD-043,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740043.pdf,ord19740043.pdf,1974,45hill,ORD,511
John,Hill,John Hill,941,1/1/74,ORD-044,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740044.pdf,ord19740044.pdf,1974,45hill,ORD,512
John,Hill,John Hill,941,1/1/74,ORD-045,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740045.pdf,ord19740045.pdf,1974,45hill,ORD,513
John,Hill,John Hill,941,1/1/74,ORD-046,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740046.pdf,ord19740046.pdf,1974,45hill,ORD,514
John,Hill,John Hill,941,1/1/74,ORD-047,,https://www2.texasattorneygeneral.gov/opinions/openrecords/45hill/ord/1974/pdf/ord19740047.pdf,ord19740047.pdf,1974,45hill,ORD,515
